id,name,number_of_seasons,number_of_episodes,original_language,vote_count,vote_average,overview,adult,backdrop_path,first_air_date,last_air_date,homepage,in_production,original_name,popularity,poster_path,type,status,tagline,genres,created_by,languages,networks,origin_country,spoken_languages,production_companies,production_countries,episode_run_time
66276,The Night Of,1,8,en,875,7.966,"After a night of partying with a female stranger, a man wakes up to find her stabbed to death and is charged with her murder.",False,/szxeyhCWt7C4hTdq60QYbrslGXn.jpg,2016-07-10,2016-08-28,http://www.hbo.com/the-night-of,False,The Night Of,18.246,/tNNihWkgioKTr5RrKdcg51qf2TF.jpg,Miniseries,Ended,What happened,"Crime, Drama, Mystery","Steven Zaillian, Richard Price","en, ur",HBO,US,"English, اردو",Film Rites,United States of America,60
61663,Your Lie in April,1,22,ja,870,8.594,"Kousei Arima was a genius pianist until his mother's sudden death took away his ability to play. Each day was dull for Kousei. But, then he meets a violinist named Kaori Miyazono who has an eccentric playing style. Can the heartfelt sounds of the girl's violin lead the boy to play the piano again?",False,/x6jWDL4H9TaBLGEvyej0qKiirBU.jpg,2014-10-10,2015-03-20,http://www.kimiuso.jp/,False,四月は君の嘘,37.773,/nksFLYTydth9OYVpMuMbtOBkvMO.jpg,Scripted,Ended,,"Animation, Comedy, Drama",,ja,Fuji TV,JP,日本語,A-1 Pictures,Japan,23
2317,My Name Is Earl,4,96,en,868,7.7,"When petty criminal Earl Hickey wins the lottery, he sets off on a quest to repair his questionable karma.",False,/rd52cDIGTREhYeASRYycOzdrdTB.jpg,2005-09-20,2009-05-14,http://www.nbc.com/my-name-is-earl,False,My Name Is Earl,367.976,/57shLTTkHvhLUhyP1t0lNZPoAxD.jpg,Scripted,Canceled,Karma is a funny thing.,Comedy,Greg Garcia,en,NBC,US,English,"20th Century Fox Television, Amigos de Garcia Productions",United States of America,21
46261,Fairy Tail,8,328,ja,866,7.9,"Lucy is a 17-year-old girl, who wants to be a full-fledged mage. One day when visiting Harujion Town, she meets Natsu, a young man who gets sick easily by any type of transportation. But Natsu isn't just any ordinary kid, he's a member of one of the world's most infamous mage guilds: Fairy Tail.",False,/oMzQrIwhNNZ0NFVJnFdbkCfZnDT.jpg,2009-10-12,2019-09-29,http://www.tv-tokyo.co.jp/anime/fairytail/,False,フェアリーテイル,27.48,/h50lj7xO65qafNYZCrfQ7ztkMBD.jpg,Scripted,Ended,,"Animation, Action & Adventure, Comedy, Mystery, Sci-Fi & Fantasy",,ja,TV Tokyo,JP,日本語,"A-1 Pictures, SATELIGHT",Japan,25
1516,The A-Team,5,98,en,865,7.472,"A fictional group of ex-United States Army Special Forces personnel work as soldiers of fortune while on the run from the Army after being branded as war criminals for a ""crime they didn't commit"".",False,/t0RbyVHtPMkDGkQ7EAQpAf9syMp.jpg,1983-01-23,1987-03-08,,False,The A-Team,214.246,/p2qWJJ7Wyaq2xvgIHuBw4zVNBij.jpg,Scripted,Ended,Heroes for hire.,Action & Adventure,"Stephen J. Cannell, Frank Lupo",en,NBC,US,English,"Stephen J. Cannell Productions, Universal Television",United States of America,45
1988,ThunderCats,4,130,en,862,8.2,"The inhabitants of the planet Thundera evacuate just before it is destroyed. They were pursued by a band of mutants. All but one of their escape ships was destroyed. Only a small group of Thunderans (Thundercats) remained. With only half engine power, the group, which was led by Jaga, had to set a course for the nearest planet. Jaga commanded their ship while the other seven were in their stasis tubes. Jaga died on their journey to Third Earth and their ship crashed there. Soon they made friends with various groups in the area and they designed a fortress. Mumm-Ra the centuries-old embodiment of evil, along with the mutants that destroyed the rest of the Thunderans are a constant threat. But Lion-O, the new leader of the Thundercats, with his weapon the ""Sword of Omens"" will help the Thundercats to have a standing chance.",False,/mzd2AqNTgZ8EA9XyyTbh2cB16ib.jpg,1985-01-23,1989-09-29,http://www2.warnerbros.com/warnervideo/classiccartoons/thundercats.html,False,ThunderCats,54.706,/fz23hySaUzpE71CvwcZXMDwqK1u.jpg,Scripted,Ended,,"Animation, Sci-Fi & Fantasy, Action & Adventure",Tobin Wolf,en,Syndication,US,English,"Rankin/Bass Productions, Lorimar Telepictures","United States of America, Japan",22
80169,The House of Flowers,3,33,es,862,7.8,The outward perfection of a family-run flower business hides a dark side rife with dysfunctional secrets in this darkly humorous comedy series.,False,/7gQ9T144ZGX7c85V4lnvYgtwKNE.jpg,2018-08-10,2020-04-23,https://www.netflix.com/title/80160935,False,La casa de las flores,16.551,/zAIp0cT4Hy6faiPYcOPl1VsuGR.jpg,Scripted,Ended,,"Drama, Comedy",Manolo Caro,es,Netflix,MX,Español,Noc Noc Cinema,Mexico,30
82747,Kung Fu Panda: The Paws of Destiny,2,26,en,861,7.2,"As the Dragon Master, Po has endured his fair share of epic challenges but nothing could prepare him for his greatest one yet-as a Kung Fu teacher to a group of rambunctious kids from Panda Village who have been imbued with a mysterious and powerful chi energy. Together they embark on amazing adventures, battle ferocious villains, and become legends!",False,/fUhIeUfqPreLuEmgDuhb9LAdxHp.jpg,2018-11-15,2019-07-05,https://www.primevideo.com/detail/Kung-Fu-Panda-The-Paws-of-Destiny/0GM91ITQZNXR482JF9FXTQT8GZ,True,Kung Fu Panda: The Paws of Destiny,15.91,/x4yvmIVuXxYKfTlgRtSJnGC1Izs.jpg,Scripted,Returning Series,,"Animation, Kids, Family, Action & Adventure","Leo Birenberg, Owen Elliott",en,Prime Video,US,English,"DreamWorks Animation Television, Amazon Studios",United States of America,23
42705,Fighting Spirit,3,126,ja,860,8.639,"Makunouchi Ippo is an ordinary high school student in Japan. Since he spends most of his time away from school helping his mother run the family business, he doesn't get to enjoy his younger years like most teenagers. Always a target for bullying at school (the family fishing business grants him a distinct odor), Ippo's life is one of hardship. One of these after-school bullying sessions turns Ippo's life around for the better, as he is saved by a boxer named Takamura. He decides to follow in Takamura's footsteps and train to become a boxer, giving his life direction and purpose. Ippo's path to perfecting his pugilistic prowess is just beginning...",False,/2w8FaLwwJTWr6ExUMeVgT2Th5YT.jpg,2000-10-03,2014-03-29,http://www.vap.co.jp/ippo3/,False,はじめの一歩,107.123,/i3U3J2MWovIBZBnZYYiOLBXqNJZ.jpg,Scripted,Ended,the moment you back down is the moment you lose!,"Animation, Comedy, Drama, Action & Adventure",,ja,Nippon TV,JP,日本語,"Madhouse, MAPPA",Japan,24
61859,The Night Manager,2,6,en,860,7.8,"Former British soldier Jonathan Pine navigates the shadowy recesses of Whitehall and Washington where an unholy alliance operates between the intelligence community and the secret arms trade. To infiltrate the inner circle of lethal arms dealer Richard Onslow Roper, Pine must himself become a criminal.",False,/86Lac0EmcXyKM40MC9yjRHI62hk.jpg,2016-02-21,2016-03-27,http://www.bbc.co.uk/programmes/p03g13rt,True,The Night Manager,20.208,/hdCC5N42cXERbzIn6ED7oqTKtkq.jpg,Scripted,Returning Series,,"Drama, Mystery, Crime",David Farr,en,BBC One,GB,English,"BBC, The Ink Factory, Demarest Films","Spain, United Kingdom, United States of America",59
70593,Kingdom,2,12,ko,860,8.292,"In this zombie thriller set in Korea's medieval Joseon dynasty which has been defeated by corruption and famine, a mysterious rumor of the king’s death spreads, as does a strange plague that renders the infected immune to death and hungry for flesh. The crown prince, fallen victim to a conspiracy, sets out on a journey to unveil the evil scheme and save his people.",False,/aFmqXViWzIKmhR8Cy4QDqPU6pIL.jpg,2019-01-25,2020-03-13,https://www.netflix.com/title/80180171,False,킹덤,27.718,/AsICtiVtz4icMQQRwDvOzfaTzjK.jpg,Scripted,Ended,,"Drama, Mystery",Kim Eun-hee,ko,Netflix,KR,한국어/조선말,AStory,South Korea,51
18350,Atrévete a soñar,1,262,es,858,8.09,"Danna Paola stars as Patito, Eleazar Gómez as Mateo, Violeta Isfel and Cynthia Klitbo, play antagonist roles as Antonella and Bianca. The telenovela features adult protagonists also, René Strickler and Vanessa Guzmán.

It first aired on Sunday, 8 March 2009, as the first telenovela to debut on a Sunday in Mexico. After a year of success, becoming a major hit in Mexico, especially among children, its final episode was also on a Sunday, 7 March 2010.",False,/7JybN9jDT3EbV8BwaXQoxPOpNbz.jpg,2009-03-08,2010-03-15,http://www2.esmas.com/entretenimiento/telenovelas/atrevete-a-sonar/,False,Atrévete a soñar,125.39,/5l9c4cjcauBpogEqaVbsITHA47K.jpg,Scripted,Ended,,Drama,,"en, es",Las Estrellas,MX,"English, Español",,,60
83125,Cursed,1,10,en,858,7.274,"In this fresh take on the Arthurian legend, teenager Nimue joins forces with mercenary Arthur on a quest to find Merlin and deliver an ancient sword.",False,/uzUPwWSAheYKdavFCcod9M6y2rf.jpg,2020-07-16,2020-07-16,https://www.netflix.com/title/80199393,False,Cursed,19.93,/wrLC5kx0nEq9U0MyJD7dnOT6m5F.jpg,Scripted,Canceled,What if the sword chose a queen?,"Action & Adventure, Sci-Fi & Fantasy","Frank Miller, Tom Wheeler",en,Netflix,GB,English,"Arcanum Pictures, Frank Miller Ink",United States of America,60
54344,The Leftovers,3,28,en,857,7.6,"When 2% of the world's population abruptly disappears without explanation, the world struggles to understand just what they're supposed to do about it. The drama series 'The Leftovers' is the story of the people who didn't make the cut.",False,/rK9D7R4nzG3YGBktQY7VD5tGdtb.jpg,2014-06-29,2017-06-04,http://www.hbo.com/the-leftovers,False,The Leftovers,23.468,/ri8xr223xBb2TeHX3GKypvQPV2B.jpg,Scripted,Ended,We're still here.,"Sci-Fi & Fantasy, Drama","Tom Perrotta, Damon Lindelof",en,HBO,US,English,Warner Bros. Television,United States of America,60
33907,Downton Abbey,6,47,en,855,8.1,"A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

",False,/1wgqpYNtQDn7TDkyQ2jsIAqxorW.jpg,2010-09-26,2015-11-08,http://www.itv.com/downtonabbey,False,Downton Abbey,81.126,/3mYwiv6rsnEHnbark7a24Jbx2M9.jpg,Scripted,Ended,,Drama,Julian Fellowes,en,"ITV1, PBS",GB,English,"ITV Studios, Carnival Films",United Kingdom,66
3570,Sailor Moon,5,200,ja,853,8.353,"One day, Usagi Tsukino, clumsy 2nd-year middle school student, stumbles upon a talking cat named Luna. Luna tells her that she is destined to be Sailor Moon, ""champion of love and justice"", and she must search for the fabled Moon Princess. Usagi finds friends that turn out to be destined senshi as well, and together they fight to save the world from the certain doom brought upon by the Dark Kingdom.",False,/nDDZ9yQoQpC9i3Q9W9EC7QdcPsX.jpg,1992-03-07,1997-02-08,http://sailormoon-official.com,False,美少女戦士セーラームーン,81.272,/ylo2jRmsVCYAXcL1qX2U9GvxpZ7.jpg,Scripted,Ended,"In the name of the Moon, I'll punish you!","Action & Adventure, Animation, Drama, Sci-Fi & Fantasy",,ja,tv asahi,JP,日本語,"Toei Animation, TV Asahi, Kodansha",Japan,24
110290,Mums Make Porn,1,3,en,853,6.4,"Five ordinary mums confront the impact of easy access porn on their kids and shine a light on the issues relating to young people’s attitude toward sex today. Combining focused journalism with warm and mischievous entertainment, the mums explore the world of modern pornography to produce their own 12-minute porn film.",False,,2019-03-20,2019-04-03,https://www.firecrackerfilms.com/tv-production/mums-make-porn/,False,Mums Make Porn,12.795,/pmdlcd07Yucete8YvEfZyDmzZrb.jpg,Reality,Ended,,,,en,Channel 4,GB,English,Firecracker Films,United Kingdom,0
60802,The Last Ship,5,56,en,853,6.784,"Their mission is simple: Find a cure. Stop the virus. Save the world. When a global pandemic wipes out eighty percent of the planet's population, the crew of a lone naval destroyer must find a way to pull humanity from the brink of extinction.",False,/r0vlzWX5OzC9bVSZru0PVk0QzXn.jpg,2014-06-22,2018-11-11,http://www.tntdrama.com/shows/the-last-ship.html,False,The Last Ship,52.01,/43pAddeD10rllMQMGN7ucuOi4NI.jpg,Scripted,Ended,,"Action & Adventure, Drama, Sci-Fi & Fantasy","Hank Steinberg, Steven Kane",en,TNT,US,English,"Channel Road Productions, Platinum Dunes, Turner Network Television, Studio T",United States of America,41
4630,The Fairly OddParents,10,268,en,852,7.583,"The zany, fast-paced adventures of a 10-year-old boy and his fairy godparents, who inadvertently create havoc as they grant wishes for their pint-sized charge.",False,/rMKFsYeK3LPJGk9xqUHhGdqA4aB.jpg,2001-03-30,2017-07-26,http://www.nick.com/shows/fairly-oddparents,False,The Fairly OddParents,388.472,/3ryMj7tIvVtiXyI2tLvHYTjOjq4.jpg,Scripted,Ended,,"Animation, Comedy, Kids, Sci-Fi & Fantasy",Butch Hartman,en,Nickelodeon,US,English,"Billionfold, Frederator Studios, Nickelodeon Productions","Canada, United States of America",12
14141,V,1,2,en,851,7.736,"Fifty spaceships, each three miles across, hover ominously above Earth's major cities. The Visitors that emerge are humanlike in appearance and extend the hand of friendship. Our planet's resources are just what these aliens need to survive. And for its future survival, unsuspecting humankind will need... a miracle!",False,/wkE9IUAKemdWGWOad3D0jTi0LVi.jpg,1983-05-01,1983-05-02,,False,V,23.245,/fV5U1eWPC8Dvxq0BUIoF7cvBK1o.jpg,Miniseries,Ended,Humankind's last stand.,"Action & Adventure, Drama, Sci-Fi & Fantasy",Kenneth Johnson,en,NBC,US,English,Warner Bros. Television,,105
97513,The Boarding School: Las Cumbres,3,22,es,850,7.532,"In an inaccessible place between the mountains and isolated from the world, a school is located next to an old monastery. The students are rebellious and problematic young people who live under the strict and severe discipline imposed by the center to reintegrate them into society. The surrounding forest is home to ancient legends, threats that are still valid and that will immerse them in terrifying adventures.",False,/oWaE5YmgwHSEBnrxvfh6lrlH72w.jpg,2021-02-19,2023-04-06,https://www.primevideo.com/detail/0SKUB8LXN8M28DPZZYVMWNSXPR,False,El internado: Las Cumbres,34.943,/9KvN6eNNY9kbiWlZ8IS175xj4Ym.jpg,Scripted,Ended,,"Drama, Mystery","Laura Belloso, Asier Anduenza",es,Prime Video,ES,Español,The Mediapro Studio,Spain,50
4586,Gilmore Girls,7,153,en,848,7.929,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",False,/jFg7lMtkttNNme3cSTyj2BgerQX.jpg,2000-10-05,2007-05-15,,False,Gilmore Girls,152.981,/d2Aw8BloAZQTmXMjNoy2M6KekLi.jpg,Scripted,Canceled,Life's short. Talk fast.,"Comedy, Drama",Amy Sherman-Palladino,en,"The WB, The CW",US,English,,United States of America,44
14814,Keeping Up with the Kardashians,20,282,en,845,7.5,"A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney and Khloé.",False,/q79U95wgkocoECitZPfRDhZXBNz.jpg,2007-10-14,2021-06-20,http://www.eonline.com/shows/kardashians,False,Keeping Up with the Kardashians,339.856,/nddXOC8wYpIDv7giLzjjqIg8WDA.jpg,Reality,Ended,Family ever after.,Reality,"Ryan Seacrest, Eliot Goldberg",en,E!,US,English,"Ryan Seacrest Productions, Bunim-Murray Productions (BMP), NBCUniversal International Studios",United States of America,42
64122,The Shannara Chronicles,2,20,en,844,7.0,A young Healer armed with an unpredictable magic guides a runaway Elf in her perilous quest to save the peoples of the Four Lands from an age-old Demon scourge.,False,/8RNoJJn2S8DlA331OyIqTh3zr68.jpg,2016-01-05,2017-11-22,http://www.spike.com/shows/the-shannara-chronicles,False,The Shannara Chronicles,31.326,/yzoaoBSMww5D22Kfrd2LEJumIzl.jpg,Scripted,Canceled,,"Action & Adventure, Sci-Fi & Fantasy","Miles Millar, Alfred Gough",en,"MTV, Spike",US,English,"Farah Films, MTV Production Development, Sonar Entertainment",United States of America,45
83867,Star Wars: Andor,1,12,en,843,8.2,"The tale of the burgeoning rebellion against the Empire and how people and planets became involved. In an era filled with danger, deception and intrigue, Cassian Andor embarks on the path that is destined to turn him into a rebel hero.",False,/ajztm40qDPqMONaSJhQ2PaNe2Xd.jpg,2022-09-21,2022-11-23,https://www.disneyplus.com/series/andor/3xsQKWG00GL5,True,Star Wars: Andor,60.525,/59SVNwLfoMnZPPB6ukW6dlPxAdI.jpg,Scripted,Returning Series,The Rebellion begins.,"Sci-Fi & Fantasy, Action & Adventure, Drama",Tony Gilroy,en,Disney+,US,English,Lucasfilm Ltd.,United States of America,0
67133,MacGyver,5,94,en,840,7.323,20-something Angus MacGyver creates a clandestine organization where he uses his knack for solving problems in unconventional ways to help prevent disasters from happening.,False,/v2moumGovVAmDASYkjakIl2WrOM.jpg,2016-09-23,2021-04-30,http://www.cbs.com/shows/macgyver/,False,MacGyver,100.462,/2zAogx9dmSAu2HYxbWzHe4ZaNY5.jpg,Scripted,Canceled,No man has done more with less.,"Drama, Action & Adventure",Peter M. Lenkov,en,CBS,US,English,"Lionsgate, CBS Studios, 101st Street Television, Atomic Monster",United States of America,42
89901,Dickinson,3,30,en,834,8.574,"Emily Dickinson. Poet. Daughter. Total rebel. In this coming-of-age story, Emily’s determined to become the world’s greatest poet.",False,/eDNJVnvhB4BZ3jy5twiME9yrZYD.jpg,2019-11-01,2021-12-23,http://apple.co/_Dickinson,False,Dickinson,26.941,/dDdcAfHBZ6Aalv53iR6o35CSLWA.jpg,Scripted,Ended,Hope is worth every fight.,"Comedy, Drama",Alena Smith,en,Apple TV+,US,English,"wiip, Anonymous Content, Sugar23, Tuning Fork Productions",United States of America,30
98387,Rubi,1,26,es,833,7.438,,False,/yHiAcA5HvhIiQHs7TWTTIQFJwt3.jpg,2020-01-21,2020-02-27,https://www.univision.com/shows/rubi,False,Rubí,12.066,/sVh19iLGwTXp9fhIbzV33U9pmbh.jpg,Scripted,Ended,,Soap,"Yolanda Vargas Dulché, Leonardo Padrón",es,Univision,US,Español,"Televisa, Lemon Films, W Studios","Mexico, Spain, United States of America",50
76331,Succession,4,39,en,833,8.244,Follow the lives of the Roy family as they contemplate their future once their aging father begins to step back from the media and entertainment conglomerate they control.,False,/brC6qt6QLcWhVl1wsDp1dX9Lim.jpg,2018-06-03,2023-05-28,https://www.hbo.com/succession,False,Succession,65.987,/7HW47XbkNQ5fiwQFYGWdw9gs144.jpg,Scripted,Ended,Make your move.,Drama,Jesse Armstrong,en,HBO,US,English,"Gary Sanchez Productions, Hyperobject Industries, Project Zeus, HBO",United States of America,65
902,Yu-Gi-Oh! Duel Monsters,1,224,ja,830,8.248,"Bullies often target someone frail and weak—someone exactly like Yûgi Muto. He treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him, the soul of the ""King of Games."" The new personality named Yami Yûgi is the exact opposite of Yûgi. Upon any injustice toward him, Yami Yûgi takes over Yûgi's body and forces the opponent into a ""Shadow Game"".",False,/gJYZBM200Flldo6im3EEdXslR1j.jpg,2000-04-18,2004-09-29,https://www.tv-tokyo.co.jp/anime/yugioh2000/,False,遊☆戯☆王デュエルモンスターズ,61.582,/6ZOeCBMMoMLH2qdGrQJe8Aaub6N.jpg,Scripted,Ended,It's time to duel!,"Animation, Kids, Action & Adventure",,ja,"TV Tokyo, TV Osaka, TVh, TSC",JP,日本語,"TV Tokyo, Konami",Japan,24
2426,Angel,5,110,en,828,7.953,"The vampire Angel, cursed with a soul, moves to Los Angeles and aids people with supernatural-related problems while questing for his own redemption. A spin-off from Buffy the Vampire Slayer.",False,/1mMF5mW1St3nfePog4gDLiRWuPN.jpg,1999-10-05,2004-05-19,,False,Angel,61.72,/yC7F367aFSOzsPEvEmzmKtIXyfX.jpg,Scripted,Ended,Lost souls saved nightly.,"Sci-Fi & Fantasy, Drama","Joss Whedon, David Greenwalt",en,The WB,US,English,"Mutant Enemy Productions, Kuzui Enterprises, Sandollar Productions, 20th Century Fox Television",United States of America,41
95396,Severance,2,9,en,825,8.396,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.",False,/npD65vPa4vvn1ZHpp3o05A5vdKT.jpg,2022-02-17,2022-04-07,https://tv.apple.com/show/umc.cmc.1srk2goyh2q2zdxcx605w8vtx,True,Severance,47.811,/lFf6LLrQjYldcZItzOkGmMMigP7.jpg,Scripted,Returning Series,We're all different people at work.,"Drama, Mystery, Sci-Fi & Fantasy",Dan Erickson,en,Apple TV+,US,English,"Endeavor Content, Red Hour, Fifth Season",United States of America,0
67026,Designated Survivor,3,53,en,821,7.182,"Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",False,/8UVzqlBMG3azowsi7f8lqZwhcBZ.jpg,2016-09-21,2019-06-07,https://www.netflix.com/title/80113647,False,Designated Survivor,60.985,/5R125JAIh1N38pzHp2dRsBpOVNY.jpg,Scripted,Canceled,Declare your independence,"Drama, War & Politics",David Guggenheim,en,"ABC, Netflix",US,English,"Genre Films, ABC Studios, Entertainment 360",United States of America,42
67466,Marvel's Runaways,3,33,en,818,7.468,Every teenager thinks their parents are evil. What if you found out they actually were? Six diverse teenagers who can barely stand each other must unite against a common foe – their parents.,False,/7PYAUaJzzUVxS4xiJHFe338vJd1.jpg,2017-11-21,2019-12-13,https://www.hulu.com/marvels-runaways,False,Marvel's Runaways,39.48,/zceMrfO17AQkeWJZNra4O90s1vE.jpg,Scripted,Ended,,"Action & Adventure, Crime, Drama, Sci-Fi & Fantasy","Josh Schwartz, Stephanie Savage",en,Hulu,US,English,"Marvel Television, Fake Empire Productions, ABC Signature",United States of America,50
72002,Dynasty,5,108,en,816,8.151,"Follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",False,/bq6AcviGsBmynArhhCpLkR8YN6U.jpg,2017-10-11,2022-09-16,http://cwtv.com/shows/dynasty,False,Dynasty,48.46,/rVQ35erLIoV8hyh7lIKAMiChmOO.jpg,Scripted,Canceled,Stay rich or lie trying.,"Drama, Soap","Sallie Patrick, Stephanie Savage, Josh Schwartz",en,The CW,US,English,"Fake Empire Productions, CBS Studios",United States of America,43
1274,Six Feet Under,5,63,en,816,8.115,"A darkly comic look at members of a dysfunctional L.A. family that run a funeral business. 

When death is your business, what is your life? For the Fisher family, the world outside of their family-owned funeral home continues to be at least as challenging as--and far less predictable than--the one inside.",False,/xCkQbV5g5KfEg5wGHkbUKVEhfE8.jpg,2001-06-03,2005-08-21,http://www.hbo.com/six-feet-under,False,Six Feet Under,44.91,/ztuH5aJIZQpu5ci27tY2nx1gwjO.jpg,Scripted,Ended,Life is wasted on the living.,Drama,Alan Ball,en,HBO,US,English,"HBO, The Greenblatt Janollari Studio",United States of America,50
63767,She Was Pretty,1,16,ko,814,8.248,"After a complete reversal of fortune and looks, childhood sweethearts reunite for the first time in 15 years as employees at a fashion magazine.",False,/5auQnyJ0jQfiYlg88lsW0pCLBRJ.jpg,2015-09-16,2015-11-11,http://www.imbc.com/broad/tv/drama/she/,False,그녀는 예뻤다,22.713,/sIsUgKIFYAASpvvV5Aaip2xa7Zd.jpg,Scripted,Ended,,"Comedy, Drama",,ko,MBC,KR,한국어/조선말,Bon Factory,South Korea,60
7225,Merlin,5,65,en,814,7.813,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.",False,/Ast1yAVp6shrWeC6KCtayWgZGcM.jpg,2008-09-20,2012-12-24,http://www.bbc.co.uk/merlin/,False,Merlin,48.582,/8eR5Jg7CxsuCOEBU5wW0opObxpi.jpg,Scripted,Ended,Magic is his destiny.,"Action & Adventure, Drama, Sci-Fi & Fantasy","Julian Jones, Jake Michie, Johnny Capps, Julian Murphy",en,BBC One,GB,English,Shine TV,United Kingdom,43
1781,Little House on the Prairie,9,204,en,813,7.9,"Little House on the Prairie is an American Western drama television series, starring Michael Landon, Melissa Gilbert, and Karen Grassle, about a family living on a farm in Walnut Grove, Minnesota, in the 1870s and 1880s.",False,/mbLZYchwFYX0kozflu3HgslAAGN.jpg,1974-09-11,1983-03-21,https://amzn.to/3NOyNNu,False,Little House on the Prairie,191.032,/rrOItUbzFYzsl2Wl4XJjSeubb97.jpg,Scripted,Ended,"Together, a pioneering family faces a crucial test of its courage and its love!","Western, Drama, Family","Ed Friendly, Laura Ingalls Wilder",en,NBC,US,English,"Worldvision Enterprises, Ed Friendly Productions, NBC",United States of America,45
607,The Powerpuff Girls,6,136,en,812,7.542,"The Powerpuff Girls is a animated television series about Blossom, Bubbles, and Buttercup, three kindergarten-aged girls with superpowers, as well as their ""father"", the brainy scientist Professor Utonium, who all live in the fictional city of Townsville, USA. The girls are frequently called upon by the town's childlike and naive mayor to help fight nearby criminals using their powers.",False,/hNwcgo06myd7ei7p8A1Y1b0VabU.jpg,1998-11-18,2005-03-25,http://www.cartoonnetwork.com/tv_shows/ppg/index.html,False,The Powerpuff Girls,486.162,/4CMPCuP6ihU5UvTStv23aGEEMuC.jpg,Scripted,Ended,Saving the world before bedtime.,"Action & Adventure, Animation, Comedy, Kids",Craig McCracken,en,Cartoon Network,US,English,"Cartoon Network Studios, Hanna-Barbera Productions",United States of America,12
96316,Rent-a-Girlfriend,1,36,ja,811,8.51,"Kinoshita Kazuya is a 20-year-old failure of a college student. He managed to kiss his girlfriend once, but was dumped after a month. Completely spiteful, Kazuya uses a certain method to date a girl. He goes to their meeting place and a beautiful girl brushing her long, black hair behind her ear was there, smiling at him. Her name was Mizuhara Chizuru. Something real is born after just a single rental! A reckless rom-com filled with love and excitement is about to begin!",False,/ullfy98STkno11rDGi44SK6llwx.jpg,2020-07-11,2023-09-30,https://kanokari-official.com,False,彼女、お借りします,140.552,/6ZpDPUNtVw6UdJoStvVlRZ62yAi.jpg,Scripted,Ended,,"Animation, Comedy",,ja,"MBS, TBS, CBC, Tulip Television, SBC, BSN, tys, Nagasaki Broadcasting Company, HBC, RKK Kumamoto Broadcasting, i-Television, SBS TV, IBC Iwate Broadcasting, Broadcasting System of San-in, Hokuriku Broadcasting, Oita Broadcasting System, TV-U Fukushima, RSK, TV-U Yamagata, Tohoku Broadcasting, RKB, TV Kochi Broadcasting, Ryukyu Broadcasting, TV Yamanashi, RCC, MRT Miyazaki Broadcasting, ATV, MBC South Japan Broadcasting",JP,日本語,"TMS Entertainment, MBS, Kodansha, DMM pictures",Japan,25
66330,W: Two Worlds Apart,1,16,ko,808,8.498,"After being pulled into the webtoon world created by her father, a surgical resident gets entangled in a murder mystery involving the story's hero.",False,/iOyiuJhKlKY4tVT8EfJ1GwnM2By.jpg,2016-07-20,2016-09-14,http://www.imbc.com/broad/tv/drama/w/,False,W : Two Worlds Apart,26.081,/rBuCoS0VB9M6zkEUCvnVrfeF0J.jpg,Scripted,Ended,The Life Between Books And Humans.,"Drama, Sci-Fi & Fantasy, Comedy",Song Jae-jung,ko,MBC,KR,한국어/조선말,Chorokbaem Media,South Korea,60
105971,Star Wars: The Bad Batch,2,32,en,808,8.285,The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,False,/sjxtIUCWR74yPPcZFfTsToepfWm.jpg,2021-05-04,2023-03-29,https://www.disneyplus.com/series/the-bad-batch/4gMliqFxxqXC,True,Star Wars: The Bad Batch,68.1,/5Q6z9bjy8dHKA5T8kNmCd8hj6Gl.jpg,Scripted,Returning Series,It is time for the new Era.,"Animation, Action & Adventure, Sci-Fi & Fantasy",Dave Filoni,en,Disney+,US,English,"Lucasfilm Animation, Lucasfilm Ltd.",United States of America,0
